Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,TotalConsumption
4,19.65,89.5,0.074,0.048,0.233,25672.05298,16679.00208,15354.09231,57705.14737
4,19.66,89.4,0.074,0.048,0.137,24527.68212,16001.6632,14184.36923,54713.714550000004
5,19.63,89.3,0.071,0.055,0.122,23675.76159,15316.83992,12748.8,51741.401509999996
5,19.64,89.2,0.069,0.04,0.145,23268.87417,14942.61954,12264.36923,50475.86293999999
5,19.63,89.1,0.069,0.051,0.126,22887.41722,14620.79002,11774.03077,49282.23801
5,19.67,89.0,0.067,0.055,0.148,22849.27152,14153.01455,11437.29231,48439.578380000006
5,19.7,88.8,0.068,0.066,0.174,22722.11921,14272.76507,11295.50769,48290.39197
5,19.61,88.7,0.066,0.486,0.411,22429.66887,14081.91268,11254.15385,47765.735400000005
6,19.61,88.5,0.066,1.467,1.186,22340.66225,13872.34927,11195.07692,47408.08844
6,19.7,88.2,0.067,5.278,4.107,22416.95364,14014.55301,11177.35385,47608.860499999995
6,19.74,87.9,0.065,8.09,6.483,22277.08609,14328.89813,11124.18462,47730.16884
6,19.84,87.6,0.067,8.19,6.32,22455.09934,14235.34304,11112.36923,47802.811610000004
6,19.85,87.1,0.066,8.78,7.11,22455.09934,14530.97713,11206.89231,48192.968779999996
6,19.86,86.8,0.065,9.05,7.65,22569.53642,14542.20374,11431.38462,48543.12478
7,19.91,86.4,0.067,17.78,14.08,22760.2649,14377.54678,11413.66154,48551.47322
7,19.96,85.6,0.069,34.44,26.19,22849.27152,14807.90021,11366.4,49023.57173
7,20.02,85.2,0.069,40.21,30.97,23256.15894,14961.33056,11484.55385,49702.04335000001
7,20.09,85.4,0.071,48.14,38.73,23535.89404,14987.52599,11537.72308,50061.143110000005
7,20.1,86.1,0.072,98.5,78.7,23790.19868,15466.52807,11626.33846,50883.06521
7,20.19,86.3,0.072,112.4,90.1,24095.36424,15833.26403,11732.67692,51661.30519
8,20.28,86.3,0.072,137.7,110.4,24692.98013,16323.49272,11514.09231,52530.56516
8,20.39,86.0,0.07,140.3,110.0,25608.47682,16735.13514,10988.30769,53331.919649999996
8,20.5,85.7,0.068,130.6,104.9,26129.80132,16843.65904,11159.63077,54133.09113
8,20.48,85.2,0.07,153.0,123.7,25888.21192,17199.1684,11880.36923,54967.74954999999
8,20.64,85.1,0.071,167.7,134.5,26574.83444,17161.74636,12110.76923,55847.350029999994
8,20.63,84.7,0.072,184.9,152.9,26689.27152,17479.83368,12400.24615,56569.35135
9,20.74,84.0,0.07,199.9,165.1,27515.76159,17921.41372,13268.67692,58705.85223
9,20.93,83.4,0.068,257.2,218.9,28265.96026,18407.90021,13629.04615,60302.90662
9,21.08,82.7,0.074,225.9,195.0,28609.27152,18752.18295,13764.92308,61126.37755
9,21.2,81.7,0.069,370.0,336.9,29105.16556,18943.03534,13894.89231,61943.09320999999
9,21.42,80.7,0.069,563.7,531.8,29537.48344,19313.51351,14036.67692,62887.67387
9,21.8,79.1,0.072,621.1,591.5,29791.78808,19695.2183,14166.64615,63653.65253
10,22.2,75.3,0.068,651.3,620.4,30974.30464,20043.24324,14385.23077,65402.77865
10,22.37,74.1,0.069,702.0,666.8,31292.18543,20061.95426,14710.15385,66064.29354
10,22.69,73.7,0.072,714.0,679.0,31584.63576,20335.13514,14905.10769,66824.87859000001
10,22.78,72.1,0.069,734.0,688.4,31927.94702,20436.17464,14964.18462,67328.30628
10,22.78,71.7,0.07,732.0,651.3,32334.83444,20746.77755,15040.98462,68122.59661
11,22.73,72.1,0.07,577.2,451.8,32665.43046,20772.97297,15295.01538,68733.41881
11,22.67,71.9,0.073,793.0,395.0,33135.89404,20859.04366,15472.24615,69467.18385
11,23.0,71.5,0.073,841.0,261.2,33199.4702,21120.99792,15838.52308,70158.9912
11,23.04,71.5,0.071,753.0,233.7,33377.48344,21016.21622,16045.29231,70438.99197
11,23.24,70.7,0.07,882.0,241.7,33936.95364,21192.09979,16003.93846,71132.99189
11,23.14,72.5,0.071,666.6,229.7,34292.98013,21585.03119,16411.56923,72289.58055000001
12,22.97,73.6,0.069,791.0,241.0,34381.98675,21779.62578,16695.13846,72856.75099
12,23.08,72.4,0.071,937.0,237.8,34318.4106,21566.32017,17238.64615,73123.37692000001
12,23.32,72.4,0.07,931.0,241.6,34572.71523,22101.4553,17144.12308,73818.29361000001
12,23.62,71.1,0.071,897.0,217.4,28749.13907,22292.30769,17398.15385,68439.60061000001
12,23.86,70.3,0.071,881.0,199.1,28660.13245,22217.46362,17451.32308,68328.91915
12,23.43,71.3,0.071,938.0,211.2,29003.44371,22337.21414,17587.2,68927.85785
13,23.52,71.3,0.07,837.0,216.0,29334.03974,22546.77755,17912.12308,69792.94037
13,23.29,71.9,0.068,814.0,218.4,29308.60927,22254.88565,18845.53846,70409.03338
13,23.11,71.2,0.07,620.8,190.4,29562.91391,23265.28067,18136.61538,70964.80996
13,23.13,71.6,0.071,832.0,184.9,29753.64238,23411.22661,18254.76923,71419.63822000001
13,23.46,71.0,0.07,920.0,187.1,29791.78808,23478.58628,18367.01538,71637.38974
13,23.42,71.0,0.068,929.0,205.8,29995.23179,23392.51559,18538.33846,71926.08584
14,23.38,69.5,0.068,409.6,234.4,30618.27815,23385.03119,18402.46154,72405.77088
14,23.53,68.6,0.068,574.0,297.4,30745.43046,23224.11642,18473.35385,72442.90073
14,23.48,70.1,0.068,974.0,268.9,30923.44371,23306.44491,18485.16923,72715.05785
14,23.42,69.7,0.072,892.0,190.3,31559.2053,23029.52183,18650.58462,73239.31175
14,23.3,70.0,0.07,850.0,163.9,32741.72185,21783.36798,18626.95385,73152.04368
14,23.76,65.23,0.071,871.0,181.3,32881.5894,22902.2869,18556.06154,74339.93784
15,23.79,63.8,0.07,708.0,196.1,33364.76821,22509.35551,18556.06154,74430.18526
15,23.78,62.76,0.071,817.0,170.3,33886.09272,22595.4262,18609.23077,75090.74969
15,23.7,62.66,0.072,780.0,171.1,34140.39735,22498.1289,18739.2,75377.72624999999
15,23.93,60.93,0.072,712.0,228.9,34165.82781,22269.85447,18821.90769,75257.58997
15,23.58,63.3,0.071,571.0,227.8,35233.90728,22367.15177,18863.26154,76464.32058999999
15,23.73,66.4,0.071,765.0,192.0,35233.90728,22344.69854,18668.30769,76246.91351
16,23.57,66.13,0.068,708.0,164.5,34750.72848,22453.22245,18573.78462,75777.73555
16,23.62,66.6,0.069,685.4,155.3,34470.99338,22412.05821,18615.13846,75498.19005
16,23.4,67.17,0.069,664.5,149.0,34496.42384,22318.50312,18674.21538,75489.14234
16,23.46,67.53,0.069,633.4,146.6,34725.29801,22363.40956,18910.52308,75999.23065
16,23.68,67.4,0.068,571.3,152.7,34839.7351,22314.76091,19158.64615,76313.14216
16,23.33,68.84,0.071,435.6,159.1,35132.18543,22408.31601,19341.78462,76882.28605999998
17,23.14,68.94,0.069,340.3,157.4,35564.50331,22333.47193,19459.93846,77357.9137
17,22.85,70.2,0.07,372.4,168.6,35780.66225,22382.12058,19666.70769,77829.49051999999
17,22.76,71.0,0.07,309.4,173.3,36034.96689,22614.13721,19778.95385,78428.05795
17,22.55,70.5,0.07,232.2,173.1,36301.98675,22427.02703,19861.66154,78590.67532
17,22.65,69.34,0.072,280.2,237.5,36645.29801,22797.5052,20021.16923,79463.97244
17,22.62,69.67,0.074,314.1,290.6,36963.17881,22868.60707,20233.84615,80065.63203
18,22.62,69.2,0.07,337.9,327.7,37281.0596,23138.04574,20487.87692,80906.98226
18,22.66,68.53,0.072,309.6,302.1,37637.08609,23385.03119,20848.24615,81870.36343
18,22.58,69.23,0.074,279.8,274.2,38501.72185,24118.50312,21273.6,83893.82497
18,22.64,68.57,0.071,247.7,242.7,39633.37748,24773.38877,21817.10769,86223.87394
18,22.72,69.27,0.073,219.2,214.4,40650.59603,25548.02495,22537.84615,88736.46713
18,22.61,70.9,0.069,192.7,188.9,41566.09272,26550.93555,23299.93846,91416.96673
19,22.42,71.7,0.071,165.8,162.6,42723.17881,27508.93971,24245.16923,94477.28774999999
19,22.26,72.8,0.071,139.2,135.6,44350.72848,28609.14761,25757.53846,98717.41455
19,22.13,73.7,0.067,115.3,111.3,45622.25166,28889.81289,26797.29231,101309.35686000001
19,22.01,74.4,0.067,93.8,90.0,46029.13907,28489.39709,27299.44615,101817.98230999999
19,21.77,75.9,0.069,73.1,68.88,44630.46358,27037.42204,26578.70769,98246.59331
19,21.7,76.8,0.069,50.95,46.93,43842.11921,27029.93763,26726.4,97598.45684
20,21.55,77.6,0.067,34.24,30.92,44121.8543,27669.85447,27193.10769,98984.81646
20,21.45,78.2,0.065,19.79,17.17,45418.80795,27666.11227,27429.41538,100514.33559999999
20,21.34,79.2,0.07,8.99,7.66,46130.86093,27853.22245,27547.56923,101531.65260999999
20,21.25,80.1,0.069,3.146,2.591,45990.99338,27658.62786,27624.36923,101273.99047
20,21.2,81.2,0.071,0.889,0.793,46245.29801,27965.48857,27813.41538,102024.20196
20,21.17,81.8,0.065,0.238,0.133,46105.43046,27834.51143,27447.13846,101387.08035
21,21.1,82.6,0.07,0.055,0.104,45431.52318,27737.21414,27264.0,100432.73732
21,21.04,83.1,0.068,0.04,0.163,45215.36424,27535.13514,27027.69231,99778.19168999999
21,21.0,83.6,0.066,0.051,0.085,44630.46358,27239.50104,26578.70769,98448.67231
21,20.96,84.2,0.07,0.069,0.1,44261.72185,26958.83576,26496.0,97716.55761
21,20.94,84.5,0.072,0.099,0.152,44185.43046,27164.65696,26324.67692,97674.76434
21,20.91,84.8,0.07,0.04,0.141,44185.43046,26685.65489,26171.07692,97042.16227
22,20.91,85.0,0.069,0.055,0.093,44210.86093,27037.42204,26005.66154,97253.94451
22,20.84,85.2,0.067,0.037,0.133,44147.28477,27127.23493,25940.67692,97215.19662
22,20.79,85.2,0.069,0.062,0.085,44210.86093,26940.12474,25928.86154,97079.84720999999
22,20.78,85.4,0.068,0.059,0.13,44388.87417,26951.35135,25834.33846,97174.56398
22,20.84,85.4,0.066,0.048,0.152,44185.43046,27130.97713,25592.12308,96908.53067000001
22,20.88,85.4,0.067,0.059,0.13,43778.54305,26985.03119,25408.98462,96172.55886
23,20.85,85.4,0.066,0.037,0.141,43091.92053,26599.5842,25143.13846,94834.64319
23,20.84,85.7,0.067,0.055,0.126,42392.58278,26446.15385,25113.6,93952.33663
23,20.84,85.7,0.064,0.069,0.119,41922.11921,25978.37838,24847.75385,92748.25144
23,20.8,85.9,0.067,0.051,0.148,41400.7947,25832.43243,24700.06154,91933.28867
23,20.76,86.0,0.07,0.04,0.163,40650.59603,25465.69647,24552.36923,90668.66172999999
23,20.74,86.2,0.073,0.055,0.111,39976.68874,25297.2973,24434.21538,89708.20142
0,20.76,86.3,0.071,0.055,0.159,39404.50331,24953.01455,24221.53846,88579.05632
0,20.76,86.5,0.069,0.048,0.082,38997.61589,24582.53638,23908.43077,87488.58304
0,20.71,86.8,0.068,0.069,0.133,38679.7351,24470.27027,23666.21538,86816.22075000001
0,20.65,86.9,0.068,0.04,0.141,38069.40397,24073.59667,23666.21538,85809.21601999999
0,20.59,87.0,0.067,0.033,0.152,37815.09934,23826.61123,23831.63077,85473.34134
0,20.55,87.2,0.066,0.033,0.145,37357.35099,24054.88565,23660.30769,85072.54433
1,20.52,87.3,0.067,0.029,0.122,37103.04636,23804.158,23199.50769,84106.71205
1,20.51,87.5,0.067,0.059,0.122,36988.60927,23736.79834,23258.58462,83983.99223
1,20.57,87.5,0.068,0.029,0.17,36747.01987,23684.40748,23234.95385,83666.3812
1,20.51,87.4,0.073,0.044,0.115,37370.06623,23635.75884,23553.96923,84559.7943
1,20.16,87.5,0.072,0.04,0.115,38247.41722,23501.0395,23884.8,85633.25672
1,20.06,87.7,0.074,0.033,0.17,39112.05298,23942.61954,24274.70769,87329.38021
2,20.2,87.7,0.077,0.044,0.189,40014.83444,24444.07484,24611.44615,89070.35543
2,20.12,87.5,0.072,0.048,0.126,40320.0,24500.2079,24410.58462,89230.79252
2,19.94,87.6,0.081,0.069,0.107,39938.54305,24447.81705,24026.58462,88412.94472
2,19.98,87.6,0.08,0.048,0.111,39201.0596,24073.59667,23707.56923,86982.2255
2,20.15,87.6,0.079,0.055,0.133,38298.27815,23553.43035,23193.6,85045.30849999998
2,20.07,87.6,0.073,0.044,0.189,37357.35099,23298.9605,22437.41538,83093.72687
3,19.96,87.3,0.077,0.051,0.107,37192.05298,22707.69231,21787.56923,81687.31452
3,19.91,87.4,0.075,0.04,0.133,36632.58278,22075.25988,21031.38462,79739.22727999999
3,20.0,87.4,0.076,0.029,0.115,34267.54967,20903.9501,19778.95385,74950.45362
3,19.94,87.3,0.074,0.059,0.119,32220.39735,20144.28274,18981.41538,71346.09547
3,19.95,87.4,0.076,0.055,0.107,30910.72848,19500.6237,18260.67692,68672.0291
3,20.0,87.2,0.075,0.073,0.096,29880.7947,19017.87942,17864.86154,66763.53566
4,20.03,87.2,0.071,0.048,0.178,29232.31788,18868.19127,17528.12308,65628.63223
4,20.11,87.2,0.074,0.037,0.122,28329.53642,18591.26819,17339.07692,64259.88153
4,20.28,87.2,0.074,0.077,0.126,27820.92715,18198.3368,17031.87692,63051.14087
4,20.41,86.9,0.073,0.051,0.148,26765.56291,17274.01247,16506.09231,60545.66769
4,20.4,86.8,0.071,0.051,0.156,25227.01987,16566.73597,15690.83077,57484.58661
4,20.41,86.8,0.07,0.037,0.159,24044.50331,15702.2869,14609.72308,54356.51329
5,20.37,86.7,0.069,0.044,0.126,23370.59603,15099.7921,13044.18462,51514.57275
5,20.37,86.6,0.072,0.04,0.111,23014.56954,14901.4553,12465.23077,50381.25561
5,20.36,86.6,0.072,0.051,0.133,22785.69536,14695.6341,12045.78462,49527.11408
5,20.35,86.6,0.069,0.033,0.13,22569.53642,14392.51559,11750.4,48712.45201
5,20.32,86.6,0.068,0.062,0.163,22455.09934,14452.39085,11596.8,48504.29019
5,20.35,86.6,0.068,0.227,0.185,22175.36424,14003.3264,11484.55385,47663.24449
6,20.34,86.6,0.068,0.593,0.519,22073.64238,14153.01455,11372.30769,47598.96462
6,20.35,86.6,0.069,0.936,0.775,22607.68212,14164.24116,11254.15385,48026.077130000005
6,20.37,86.4,0.073,1.335,1.142,22556.82119,14403.7422,11265.96923,48226.53262
6,20.39,86.3,0.075,2.29,1.794,22429.66887,14673.18087,11242.33846,48345.188200000004
6,20.41,86.4,0.076,2.996,2.379,22734.83444,14736.79834,11100.55385,48572.18663
6,20.34,86.6,0.074,2.897,2.235,22900.13245,14703.1185,11035.56923,48638.82018
7,20.33,86.6,0.074,4.056,3.187,23332.45033,14890.22869,10964.67692,49187.355939999994
7,20.28,86.8,0.074,5.201,4.133,23485.03311,15152.18295,11065.10769,49702.323749999996
7,20.09,87.2,0.071,5.439,4.285,23904.63576,15470.27027,11265.96923,50640.87526
7,20.11,87.3,0.069,8.56,7.26,23790.19868,15691.06029,11336.86154,50818.12051
7,20.05,87.1,0.072,9.71,8.25,23993.64238,16001.6632,11301.41538,51296.72096
7,20.13,87.2,0.077,17.1,13.13,24336.95364,16345.94595,11407.75385,52090.65344
8,20.17,87.1,0.073,52.9,42.62,24654.83444,16813.72141,11732.67692,53201.232769999995
8,20.13,87.5,0.071,74.7,64.06,25239.7351,16817.46362,11803.56923,53860.76795
8,20.3,87.7,0.065,104.2,82.6,25608.47682,16974.63617,11904.0,54487.11299
8,20.33,87.7,0.065,147.3,118.0,25735.62914,17277.75468,12039.87692,55053.260740000005
8,20.3,87.6,0.067,161.7,130.2,25989.93377,17360.08316,12033.96923,55383.98616
8,20.2,87.4,0.068,196.4,163.6,26473.11258,17337.62994,12234.83077,56045.57329
9,20.36,87.2,0.072,210.7,182.2,27108.87417,17651.97505,12695.63077,57456.47999000001
9,20.61,87.0,0.073,289.5,244.6,27922.64901,18318.08732,13050.09231,59290.82864
9,21.05,86.9,0.068,286.2,242.2,28265.96026,18583.78378,13085.53846,59935.2825
9,20.78,85.3,0.074,113.9,94.5,28952.58278,18654.88565,13351.38462,60958.853050000005
9,20.91,84.8,0.079,232.6,192.5,29308.60927,19040.33264,13629.04615,61977.98806
9,21.17,84.6,0.08,561.0,477.8,29423.04636,19261.12266,13753.10769,62437.276710000006
10,21.14,82.6,0.083,261.4,199.6,30249.53642,19425.77963,14137.10769,63812.42374
10,21.21,81.7,0.082,430.3,358.9,30427.54967,19680.24948,14379.32308,64487.12223
10,21.75,81.1,0.084,432.1,367.6,30859.86755,19594.17879,14580.18462,65034.23096
10,22.1,78.4,0.082,587.6,531.8,31482.91391,19751.35135,14733.78462,65968.04988
11,23.35,69.07,0.081,802.0,599.8,32601.8543,20548.44075,15442.70769,68593.00274
11,24.18,68.47,0.081,816.0,362.0,32601.8543,20859.04366,15554.95385,69015.85181000001
11,24.44,64.8,0.084,702.0,215.2,32945.16556,20686.90229,15779.44615,69411.51400000001
11,24.65,63.73,0.081,804.0,195.4,33364.76821,20978.79418,16110.27692,70453.83931000001
11,24.81,62.29,0.072,854.0,193.6,33720.7947,21106.02911,16281.6,71108.42381000001
11,25.08,61.86,0.073,869.0,202.1,33949.66887,21338.04574,16441.10769,71728.8223
12,24.84,65.53,0.069,891.0,198.4,34165.82781,21304.3659,16435.2,71905.39371
12,24.62,65.36,0.073,869.0,161.5,34229.40397,21476.50728,16677.41538,72383.32663
12,24.87,66.03,0.072,864.0,160.6,34445.56291,21521.41372,16854.64615,72821.62278
12,24.73,65.1,0.069,873.0,143.5,34560.0,21850.72765,17061.41538,73472.14303
12,24.73,63.03,0.071,879.0,130.1,34712.58278,21805.82121,17096.86154,73615.26552999999
12,24.5,62.09,0.071,884.0,125.5,34890.59603,21959.25156,17262.27692,74112.12451000001
13,24.3,62.22,0.072,886.0,123.2,34941.45695,22180.04158,17463.13846,74584.63699
13,24.24,61.19,0.07,889.0,124.8,34610.86093,22247.40125,17658.09231,74516.35449
13,24.46,58.32,0.07,897.0,129.4,35335.62914,22180.04158,17829.41538,75345.08609999999
13,24.36,59.56,0.073,892.0,121.2,35628.07947,22224.94802,17988.92308,75841.95056999999
13,24.27,59.26,0.072,874.0,111.5,35856.95364,22449.48025,18112.98462,76419.41851
13,24.59,58.32,0.072,869.0,107.2,35691.65563,22307.27651,18296.12308,76295.05522000001
14,24.6,57.39,0.069,868.0,106.9,35729.80132,21884.40748,18461.53846,76075.74726
14,24.42,57.29,0.07,859.0,106.1,35856.95364,22034.09563,18532.43077,76423.48004
14,24.32,57.79,0.072,842.0,106.1,35844.23841,22281.08108,18479.26154,76604.58103
14,24.52,57.89,0.071,830.0,106.9,35793.37748,22195.0104,18644.67692,76633.06480000001
14,24.29,56.65,0.073,826.0,104.9,35869.66887,22180.04158,18768.73846,76818.44891
14,24.46,55.55,0.07,809.0,102.3,35666.22517,22318.50312,19040.49231,77025.2206
15,24.81,54.28,0.072,796.0,98.6,35551.78808,22273.59667,19081.84615,76907.2309
15,25.05,53.88,0.072,781.0,98.4,35488.21192,22236.17464,19070.03077,76794.41733
15,25.07,53.91,0.07,766.0,98.2,35488.21192,22258.62786,19046.4,76793.23978
15,25.19,53.45,0.072,748.0,98.6,35551.78808,22157.58836,18839.63077,76549.00721
15,25.26,52.88,0.07,726.0,96.5,35462.78146,22236.17464,18804.18462,76503.14072
15,25.58,52.88,0.071,714.0,99.0,35500.92715,22318.50312,18768.73846,76588.16873
16,25.35,53.28,0.07,712.0,111.5,35386.49007,22269.85447,18751.01538,76407.35992
16,25.1,53.88,0.069,385.5,148.3,35551.78808,22292.30769,18762.83077,76606.92654
16,24.73,56.51,0.071,453.2,168.5,35272.05298,22015.38462,18626.95385,75914.39145000001
16,24.69,56.81,0.072,558.7,157.6,35017.74834,22034.09563,18762.83077,75814.67474
16,24.77,56.48,0.072,560.2,118.3,34369.27152,22333.47193,19064.12308,75766.86653
16,24.71,56.11,0.069,566.9,105.6,34343.84106,22415.80042,19312.24615,76071.88763
17,24.88,55.31,0.072,536.2,134.4,35411.92053,22337.21414,19312.24615,77061.38081999999
17,25.07,55.18,0.072,508.3,228.2,35691.65563,22400.8316,19312.24615,77404.73337999999
17,25.0,54.74,0.073,474.6,366.2,35856.95364,22483.16008,19282.70769,77622.82141
17,24.92,55.57,0.073,446.1,430.3,36365.56291,22460.70686,19560.36923,78386.639
17,24.99,55.54,0.072,413.4,418.3,36810.59603,22696.4657,19814.4,79321.46173000001
17,24.89,56.21,0.073,387.0,394.6,37001.3245,22696.4657,19903.01538,79600.80558
18,25.12,54.34,0.071,353.1,359.9,37560.7947,23044.49064,20363.81538,80969.10072
18,25.35,52.47,0.071,325.4,332.3,38527.15232,23882.74428,21037.29231,83447.18891
18,25.24,53.44,0.071,294.2,300.7,39544.37086,24676.09148,21604.43077,85824.89311
18,25.02,56.34,0.07,264.3,270.5,40510.72848,25267.35967,22254.27692,88032.36507
18,24.36,59.68,0.073,234.3,239.7,41388.07947,25768.81497,22975.01538,90131.90982
18,23.97,61.08,0.071,203.4,208.1,42405.29801,26375.05198,23808.0,92588.34999
19,23.62,63.04,0.071,169.6,172.4,43765.82781,27677.33888,24995.44615,96438.61284
19,23.34,65.38,0.072,138.0,138.9,46372.45033,28945.94595,26513.72308,101832.11936
19,23.33,65.24,0.07,107.9,106.9,47567.68212,29189.18919,27405.78462,104162.65593000001
19,23.07,66.28,0.076,78.4,75.6,46715.76159,28901.0395,27506.21538,103123.01647
19,22.8,67.72,0.071,58.89,56.05,44706.75497,27291.89189,26815.01538,98813.66224
19,22.66,68.75,0.074,38.97,35.75,44134.56954,27209.56341,26939.07692,98283.20986999999
20,22.54,69.72,0.077,25.86,22.86,44236.29139,27475.25988,27340.8,99052.35127
20,22.29,70.5,0.073,15.86,13.56,45100.92715,27793.34719,27470.76923,100365.04357000001
20,22.23,70.9,0.073,8.11,6.93,45774.83444,27606.23701,27482.58462,100863.65607
20,22.13,71.4,0.073,3.558,2.961,45431.52318,27441.58004,27376.24615,100249.34936999998
20,22.08,71.9,0.069,1.298,1.141,45444.23841,27729.72973,27417.6,100591.56813999999
20,21.98,72.7,0.071,0.318,0.315,45609.53642,27931.80873,27411.69231,100953.03745999999
21,22.16,73.6,0.077,0.088,0.13,45215.36424,27688.56549,27069.04615,99972.97588
21,21.94,75.5,0.072,0.066,0.137,44948.34437,27572.55717,26880.0,99400.90153999999
21,21.81,76.4,0.077,0.066,0.111,44605.03311,27471.51767,26625.96923,98702.52001
21,21.68,77.2,0.081,0.066,0.137,44045.56291,27179.62578,26265.6,97490.78868999999
21,21.48,78.1,0.08,0.077,0.107,43943.84106,27074.84407,26330.58462,97349.26975
21,21.35,78.8,0.079,0.04,0.133,44147.28477,26958.83576,26401.47692,97507.59745
22,21.23,79.5,0.079,0.066,0.126,44058.27815,27033.67983,26578.70769,97670.66567
22,21.11,80.1,0.066,0.055,0.111,44045.56291,27041.16424,26448.73846,97535.46560999998
22,21.09,80.3,0.075,0.062,0.137,44363.44371,27097.2973,26419.2,97879.94101
22,20.93,80.7,0.079,0.062,0.141,44261.72185,27250.72765,26295.13846,97807.58796
22,20.73,80.9,0.079,0.04,0.126,44070.99338,27172.14137,26159.26154,97402.39629
22,20.5,80.3,0.08,0.051,0.115,43905.69536,27187.11019,25982.03077,97074.83631999999
23,21.21,76.4,0.081,0.073,0.096,43549.66887,26666.94387,25887.50769,96104.12043
23,21.57,70.8,0.079,0.091,0.13,43219.07285,26753.01455,25633.47692,95605.56431999999
23,21.61,68.05,0.083,0.062,0.174,42621.45695,26045.73805,25355.81538,94023.01038
23,21.56,67.34,0.085,0.077,0.111,42138.27815,25821.20582,25084.06154,93043.54551
23,21.53,67.04,0.081,0.059,0.096,41655.09934,25772.55717,25143.13846,92570.79497
23,21.51,67.08,0.083,0.059,0.145,41133.77483,25454.46985,24906.83077,91495.07545
0,21.45,67.08,0.08,0.095,0.096,40281.8543,25095.2183,24611.44615,89988.51875
0,21.42,66.94,0.08,0.069,0.133,39760.5298,24829.52183,24404.67692,88994.72855
0,21.44,66.78,0.08,0.084,0.085,39226.49007,24488.98129,24339.69231,88055.16367
0,21.41,67.08,0.082,0.048,0.122,38603.44371,24432.84823,24192.0,87228.29194
0,21.25,68.08,0.083,0.069,0.122,38374.56954,24376.71518,23937.96923,86689.25395
